Time,Average_MutrateA,Stdev_MutrateA,Average_MutrateB,Stdev_MutrateB,Average_Switchpoint,Stdev_Switchpoint,Average_Envtrait,Stdev_Envtrait,Env_Value,Seed
0,0.001,6.50521e-19,0.001,6.50521e-19,0.9,1.5099e-14,0.5,0,0.900779,0
2,0.00100236,3.04145e-05,0.001,6.50521e-19,0.900045,0.00137475,0.499978,0.000716512,0.900779,0
3,0.00100197,2.77821e-05,0.001,6.50521e-19,0.899982,0.00244258,0.499945,0.00345554,0.900779,0
4,0.00100158,2.4915e-05,0.000999454,1.24555e-05,0.899914,0.00320807,0.500038,0.00187542,0.900779,0
5,0.00100163,2.99302e-05,0.000999234,1.42525e-05,0.89981,0.00416321,0.500112,0.00329301,0.900779,0
6,0.00100197,2.77821e-05,0.000999344,1.19666e-05,0.899769,0.00503469,0.500157,0.0035906,0.900779,0
7,0.00100236,3.04145e-05,0.00100126,4.71585e-05,0.899997,0.00455463,0.500211,0.00437874,0.900779,0
8,0.00100315,3.50957e-05,0.00100273,6.63059e-05,0.899923,0.00567991,0.500099,0.00464993,0.900779,0
9,0.00100529,4.97205e-05,0.00100421,8.10226e-05,0.900016,0.00632432,0.50017,0.00550883,0.900779,0
10,0.0010045,4.65835e-05,0.00100147,4.66528e-05,0.90006,0.007005,0.500395,0.00714896,0.900779,0
11,0.00100157,2.48421e-05,0.00100233,5.40636e-05,0.900379,0.00483141,0.500788,0.00933655,0.900779,0
12,0.00100354,5.23509e-05,0.00100446,8.07366e-05,0.90031,0.00572609,0.50113,0.0110333,0.900779,0
13,0.0010035,4.16137e-05,0.00100601,9.31828e-05,0.900332,0.00561502,0.501785,0.0137417,0.900779,0
14,0.0010035,4.16137e-05,0.00101182,0.000129344,0.900431,0.00556274,0.501938,0.0141026,0.900779,0
15,0.00100315,3.50614e-05,0.00100605,9.32108e-05,0.900279,0.00713892,0.501987,0.0142105,0.900779,0
16,0.00100276,3.28134e-05,0.00100898,0.000114034,0.899999,0.00662442,0.502793,0.0162592,0.900779,0
17,0.00100221,3.71595e-05,0.00100871,0.000114331,0.900125,0.00634251,0.502865,0.0162024,0.900779,0
18,0.00100473,5.37728e-05,0.00101136,0.000132067,0.899984,0.00832849,0.504391,0.0197433,0.900779,0
19,0.00100408,4.59764e-05,0.00101014,0.000123378,0.899461,0.0104725,0.504544,0.0200359,0.900779,0
20,0.0010029,4.07108e-05,0.0010132,0.000139672,0.899283,0.0124032,0.504459,0.0198436,0.900779,0
21,0.00100304,5.12412e-05,0.00102316,0.000185933,0.898789,0.0151765,0.505191,0.0213085,0.900779,0
22,0.00100463,8.05779e-05,0.00103235,0.000216753,0.899616,0.0112465,0.506298,0.0232885,0.900779,0
23,0.00100235,4.23272e-05,0.00104026,0.000244983,0.900311,0.00754856,0.507277,0.0249571,0.900779,0
24,0.00100487,6.00965e-05,0.00106129,0.000296597,0.899981,0.00840078,0.50763,0.0253613,0.900779,0
25,0.0010082,8.10751e-05,0.0010776,0.000328348,0.899944,0.00725027,0.507976,0.0258705,0.900779,0
26,0.00100956,9.62922e-05,0.00107035,0.000314194,0.899589,0.0105675,0.509292,0.0276747,0.900779,0
27,0.00100971,9.55239e-05,0.00107804,0.00033236,0.89906,0.0134519,0.510345,0.028967,0.900779,0
28,0.00100902,9.94472e-05,0.00107487,0.00032672,0.899409,0.0126339,0.511942,0.0309493,0.900779,0
29,0.00101278,0.0001136,0.00106695,0.000311669,0.899591,0.0110355,0.51265,0.03167,0.900779,0
30,0.00101497,0.000117496,0.00106513,0.00030872,0.900048,0.0100246,0.513941,0.0330471,0.900779,0
31,0.00101756,0.000132737,0.00104322,0.00025515,0.900215,0.00811599,0.516327,0.0352051,0.900779,0
32,0.00102133,0.000151952,0.00103572,0.000234049,0.899974,0.00883633,0.518664,0.0370606,0.900779,0
33,0.00102285,0.000148076,0.00104317,0.000254012,0.900124,0.00797104,0.520132,0.0384288,0.0776038,0
34,0.00102438,0.00015065,0.00106023,0.00029861,0.900376,0.00741197,0.517514,0.0367971,0.0776038,0
35,0.00102785,0.00016371,0.00104761,0.000264025,0.90043,0.00780899,0.514415,0.0343456,0.0776038,0
36,0.0010274,0.000158469,0.00106532,0.000309831,0.900096,0.0100995,0.511839,0.0330038,0.0776038,0
37,0.00101467,0.000121108,0.0010727,0.000327264,0.90005,0.00825918,0.51024,0.0313364,0.0776038,0
38,0.00101466,0.000124456,0.00107822,0.000337192,0.90004,0.00993094,0.507239,0.0276427,0.583968,0
39,0.00101718,0.000127128,0.00109194,0.000363748,0.900128,0.00630306,0.507711,0.0269423,0.583968,0
40,0.001026,0.00015365,0.00109334,0.000370397,0.900164,0.00367522,0.50801,0.0268229,0.583968,0
41,0.00103017,0.000168524,0.00111684,0.000409883,0.899905,0.00578348,0.506191,0.0243134,0.583968,0
42,0.00104133,0.000191435,0.00110602,0.000395041,0.90013,0.00603136,0.506441,0.0242817,0.583968,0
43,0.00104509,0.00020102,0.00110369,0.000396306,0.900354,0.00778367,0.507399,0.02526,0.583968,0
44,0.00104934,0.000211767,0.0011082,0.000407628,0.900059,0.0105279,0.507813,0.0264279,0.583968,0
45,0.00104679,0.000207849,0.00113775,0.00045643,0.899869,0.0105643,0.506898,0.0248418,0.583968,0
46,0.00106064,0.000232407,0.00111663,0.000420378,0.899424,0.0120397,0.506964,0.0258287,0.583968,0
47,0.00104462,0.000231753,0.00113292,0.000449454,0.899466,0.0110646,0.506714,0.0254413,0.583968,0
48,0.00104864,0.000214429,0.00112367,0.000427399,0.899456,0.011054,0.508857,0.0281536,0.583968,0
49,0.00104277,0.000204591,0.00115569,0.000480028,0.899515,0.00953042,0.508423,0.0286465,0.583968,0
50,0.00104164,0.00020629,0.00114118,0.000466923,0.899677,0.00933827,0.50688,0.027001,0.583968,0
