Time,Average_MutrateA,Stdev_MutrateA,Average_MutrateB,Stdev_MutrateB,Average_Switchpoint,Stdev_Switchpoint,Average_Envtrait,Stdev_Envtrait,Env_Value,Seed
0,0.001,6.50521e-19,0.001,6.50521e-19,0.5,0,0.5,0,0.11983,0
2,0.001,6.50521e-19,0.00100017,5.37808e-06,0.499932,0.0073094,0.499972,0.000886239,0.11983,0
3,0.000999793,2.73163e-05,0.0010006,1.89031e-05,0.49995,0.000916221,0.500059,0.00398832,0.11983,0
4,0.000999317,3.13687e-05,0.00100027,2.23053e-05,0.49981,0.00403415,0.500097,0.00385224,0.11983,0
5,0.000999715,2.85605e-05,0.00100072,1.91222e-05,0.49979,0.00442675,0.500011,0.00337823,0.11983,0
6,0.00100033,8.02717e-06,0.00100149,2.71191e-05,0.499903,0.00460877,0.500266,0.00581189,0.11983,0
7,0.00100046,2.70405e-05,0.00100099,2.99403e-05,0.499482,0.00974978,0.500154,0.00528164,0.11983,0
8,0.0010008,4.2409e-05,0.000999534,1.58544e-05,0.499622,0.00892832,0.500181,0.00419441,0.11983,0
9,0.000999239,6.58036e-05,0.000999233,2.30456e-05,0.499843,0.00396544,0.500083,0.00316408,0.11983,0
10,0.000994154,6.07583e-05,0.00099773,3.38431e-05,0.500031,0.00761698,0.499942,0.00437227,0.11983,0
11,0.000994825,6.06704e-05,0.000996021,4.6141e-05,0.499865,0.0129345,0.499856,0.00246691,0.11983,0
12,0.000993147,6.48525e-05,0.000997356,3.98302e-05,0.500074,0.0144669,0.499705,0.00324429,0.11983,0
13,0.000995817,5.03986e-05,0.000998349,3.15848e-05,0.499893,0.00975766,0.499769,0.00344753,0.11983,0
14,0.000992707,6.28651e-05,0.000998456,2.45527e-05,0.499499,0.0170602,0.499722,0.00450592,0.11983,0
15,0.000993123,6.04e-05,0.000998345,2.46794e-05,0.499838,0.0170381,0.499673,0.00401558,0.11983,0
16,0.000992756,6.12275e-05,0.000997394,3.35457e-05,0.499655,0.0124256,0.499549,0.00389967,0.11983,0
17,0.000994014,5.83153e-05,0.000998339,2.39703e-05,0.499428,0.0143533,0.499094,0.0061407,0.11983,0
18,0.000993456,6.00438e-05,0.000999196,8.07335e-06,0.499396,0.01696,0.498993,0.00638475,0.11983,0
19,0.000988951,7.33215e-05,0.000999949,1.01239e-05,0.499414,0.017579,0.498704,0.00671018,0.11983,0
20,0.00098744,8.15684e-05,0.000999224,1.39099e-05,0.499186,0.0189877,0.498515,0.00716045,0.11983,0
21,0.000984719,9.11614e-05,0.00099913,1.42165e-05,0.499489,0.0201766,0.49868,0.00789796,0.11983,0
22,0.00098968,7.78416e-05,0.000999259,1.36566e-05,0.498627,0.0185181,0.498639,0.00826794,0.11983,0
23,0.00099004,7.7079e-05,0.000998737,1.9197e-05,0.499352,0.0164443,0.498876,0.0072485,0.11983,0
24,0.000993403,6.50961e-05,0.00100278,9.63648e-05,0.497767,0.0220055,0.49934,0.00620542,0.11983,0
25,0.000994793,5.95473e-05,0.00100023,2.7932e-05,0.498458,0.0183727,0.499221,0.00651848,0.11983,0
26,0.000992769,7.31657e-05,0.000999219,2.10941e-05,0.498827,0.0211593,0.499266,0.00662895,0.11983,0
27,0.000996407,8.99062e-05,0.000999703,2.11446e-05,0.499271,0.021427,0.499258,0.00678209,0.11983,0
28,0.000993765,9.73131e-05,0.00100053,1.91334e-05,0.499705,0.0211014,0.498975,0.00707506,0.11983,0
29,0.00100309,0.000123246,0.00100052,1.36901e-05,0.499433,0.0207675,0.498939,0.00817338,0.11983,0
30,0.000999392,0.000114622,0.00100027,9.73912e-06,0.498111,0.0220937,0.499262,0.00687147,0.11983,0
31,0.00099684,9.70526e-05,0.00100256,6.41366e-05,0.497563,0.0253348,0.499231,0.00842424,0.11983,0
32,0.000995431,6.80844e-05,0.00100088,1.66643e-05,0.497823,0.0240929,0.498914,0.00925882,0.11983,0
33,0.000993911,7.62484e-05,0.0010003,9.61471e-06,0.497261,0.0257111,0.498651,0.0108714,0.11983,0
34,0.000995925,7.76871e-05,0.00100028,9.63649e-06,0.497084,0.0243151,0.498441,0.0117221,0.11983,0
35,0.000995279,7.9637e-05,0.00100095,2.09984e-05,0.497734,0.0205031,0.498685,0.0121509,0.11983,0
36,0.000992784,8.1713e-05,0.00100107,2.6122e-05,0.498543,0.0172826,0.498734,0.0124757,0.11983,0
37,0.000995426,7.99355e-05,0.001001,1.82747e-05,0.498975,0.0173616,0.498657,0.0114099,0.11983,0
38,0.000997018,7.86912e-05,0.00100208,3.6574e-05,0.498629,0.0238427,0.498083,0.0122897,0.11983,0
39,0.000998684,6.15386e-05,0.0010023,3.77192e-05,0.498023,0.0252307,0.497996,0.01157,0.11983,0
40,0.00100126,5.72136e-05,0.00100169,3.5215e-05,0.500227,0.0231285,0.497856,0.0118072,0.11983,0
41,0.00100255,6.26685e-05,0.00100274,3.92543e-05,0.500713,0.0201989,0.498525,0.0110852,0.11983,0
42,0.00100471,6.20209e-05,0.00100143,2.12901e-05,0.500995,0.0222962,0.497731,0.0141049,0.11983,0
43,0.00100549,6.48458e-05,0.00100186,2.54263e-05,0.500772,0.0220304,0.497749,0.0143555,0.11983,0
44,0.00100199,5.07692e-05,0.00100107,1.69067e-05,0.501159,0.0237245,0.496785,0.0159859,0.11983,0
45,0.00100071,6.12073e-05,0.00100087,1.352e-05,0.499997,0.0257691,0.496818,0.015803,0.11983,0
46,0.00100058,6.23947e-05,0.00100087,1.352e-05,0.500689,0.0211732,0.496778,0.0154137,0.11983,0
47,0.000999859,6.36784e-05,0.00100201,3.17919e-05,0.499626,0.0199162,0.496408,0.0155462,0.11983,0
48,0.00100324,6.1812e-05,0.00100163,2.39271e-05,0.499078,0.021167,0.495168,0.0174548,0.11983,0
49,0.00100409,4.80378e-05,0.00100193,2.41296e-05,0.499271,0.0223892,0.494459,0.0188816,0.11983,0
50,0.00100333,5.31526e-05,0.00100266,3.57799e-05,0.49945,0.021349,0.49372,0.019844,0.11983,0
