Time,Average_MutrateA,Stdev_MutrateA,Average_MutrateB,Stdev_MutrateB,Average_Switchpoint,Stdev_Switchpoint,Average_Envtrait,Stdev_Envtrait,Env_Value,Seed
29,0.00100481,5.93058e-05,0.00100303,5.73501e-05,0.0988224,0.00982632,0.500183,0.00606625,0.149249,0
30,0.0010029,5.48781e-05,0.001007,7.9924e-05,0.0985941,0.0109087,0.499941,0.00512835,0.674893,0
31,0.00100314,5.25906e-05,0.00101023,9.86795e-05,0.0984522,0.0110222,0.499828,0.00597638,0.674893,0
32,0.00100388,5.22157e-05,0.00101236,0.000107275,0.0982458,0.0128621,0.499699,0.00543541,0.408938,0
33,0.00100308,4.59943e-05,0.00101493,0.000104471,0.0985449,0.0111628,0.499746,0.00314761,0.408938,0
34,0.00100506,5.36475e-05,0.00101567,0.000103743,0.0986994,0.0113991,0.499757,0.00289259,0.752468,0
35,0.00100638,5.88487e-05,0.00101812,0.000121435,0.0987087,0.011402,0.499825,0.00268188,0.752468,0
36,0.00100797,9.26344e-05,0.00101317,0.000104661,0.0989384,0.0115664,0.499816,0.0031015,0.752468,0
37,0.00101265,0.000135651,0.00101173,0.000107705,0.0992113,0.0104214,0.49985,0.00291138,0.752468,0
38,0.0010186,0.000165413,0.0010106,0.000110144,0.0995193,0.0091981,0.499862,0.00315313,0.752468,0
39,0.00101142,0.000106915,0.00100853,8.83139e-05,0.0995998,0.00962777,0.499882,0.00393779,0.350104,0
40,0.00102001,0.000164007,0.00100747,7.38255e-05,0.0998045,0.0118949,0.499806,0.0034917,0.350104,0
41,0.00102947,0.0002148,0.00100956,8.2681e-05,0.10031,0.0127093,0.499687,0.00317016,0.350104,0
42,0.0010208,0.000173233,0.00101459,0.000106947,0.100651,0.0147834,0.499869,0.00293496,0.350104,0
43,0.00101102,0.000114951,0.00101325,0.000105861,0.100104,0.0140119,0.499798,0.00314079,0.350104,0
44,0.0010094,0.000114991,0.00101392,0.000103065,0.0997623,0.0143048,0.499786,0.00320988,0.350104,0
45,0.00101812,0.00017232,0.00101337,9.13611e-05,0.100199,0.015206,0.499722,0.00319642,0.350104,0
46,0.00102914,0.000222982,0.00101472,9.56862e-05,0.0988349,0.0127317,0.499692,0.00328822,0.350104,0
47,0.00101261,0.000134017,0.00101167,8.38023e-05,0.0992785,0.0135449,0.499798,0.00318526,0.350104,0
48,0.00101679,0.000162226,0.00100611,7.50993e-05,0.0996595,0.0126829,0.499888,0.00317101,0.350104,0
49,0.00101263,0.00013365,0.0010065,6.74224e-05,0.100261,0.0121601,0.499952,0.0028372,0.350104,0
50,0.00101227,0.000134093,0.00100581,5.69011e-05,0.100511,0.01146,0.499837,0.00311603,0.350104,0
