Time,Average_MutrateA,Stdev_MutrateA,Average_MutrateB,Stdev_MutrateB,Average_Switchpoint,Stdev_Switchpoint,Average_Envtrait,Stdev_Envtrait,Env_Value,Seed
0,0.001,6.50521e-19,0.001,6.50521e-19,0.5,0,0.5,0,0.159793,0
2,0.000998863,2.54423e-05,0.000999799,1.13953e-05,0.499866,0.0042398,0.500191,0.00352655,0.159793,0
3,0.000998259,3.17945e-05,0.000999933,1.21558e-05,0.499866,0.0042398,0.500243,0.00405324,0.159793,0
4,0.00099855,5.84521e-05,0.00100034,2.06169e-05,0.499866,0.0042398,0.500221,0.00402177,0.159793,0
5,0.000999278,5.41898e-05,0.0010013,4.8787e-05,0.500064,0.00684583,0.500074,0.0023243,0.159793,0
6,0.00100088,6.87212e-05,0.00100047,2.89588e-05,0.50023,0.00527244,0.500197,0.00346843,0.159793,0
7,0.000996675,8.27211e-05,0.000999912,1.78688e-05,0.500141,0.00445571,0.500264,0.00422752,0.159793,0
8,0.000995072,7.22776e-05,0.00100052,8.44182e-06,0.500303,0.00633307,0.500368,0.00438199,0.159793,0
9,0.000992119,6.47907e-05,0.00100053,8.43997e-06,0.500053,0.00476613,0.500326,0.00428268,0.159793,0
10,0.000990797,7.71899e-05,0.00100169,4.5319e-05,0.500137,0.00527915,0.500245,0.00364299,0.159793,0
11,0.000994103,7.23492e-05,0.00100209,4.58904e-05,0.50025,0.00445539,0.500494,0.00542806,0.159793,0
12,0.000991928,7.17487e-05,0.00100164,4.80483e-05,0.500202,0.00328958,0.500612,0.00597792,0.159793,0
13,0.000995548,9.22521e-05,0.00100126,5.01565e-05,0.499883,0.00792351,0.500665,0.00637428,0.159793,0
14,0.000998645,0.000114632,0.0010023,6.8822e-05,0.500135,0.00246923,0.500443,0.0049589,0.159793,0
15,0.000994902,8.50726e-05,0.00100205,4.76474e-05,0.500025,0.000679202,0.500175,0.00447301,0.159793,0
16,0.000992706,7.6375e-05,0.00100135,3.16027e-05,0.5,0,0.500099,0.00350668,0.159793,0
17,0.000992764,7.67715e-05,0.00100057,3.78906e-05,0.500263,0.00809133,0.500272,0.00469968,0.159793,0
18,0.000992965,6.03319e-05,0.00100536,7.75992e-05,0.500076,0.00571883,0.50008,0.00233378,0.159793,0
19,0.000996216,4.44077e-05,0.00100454,7.99068e-05,0.499884,0.00639156,0.50024,0.00425839,0.159793,0
20,0.000998135,2.97135e-05,0.00100341,7.67587e-05,0.499563,0.0089308,0.500271,0.00424804,0.159793,0
21,0.000997782,3.3013e-05,0.00100352,7.67706e-05,0.498432,0.0152862,0.500291,0.00437232,0.159793,0
22,0.00099866,2.38855e-05,0.00100291,7.89446e-05,0.498645,0.014041,0.500348,0.00462062,0.159793,0
23,0.00099882,4.23251e-05,0.00100234,8.43415e-05,0.498815,0.0129896,0.500268,0.00431345,0.159793,0
