Time,Average_MutrateA,Stdev_MutrateA,Average_MutrateB,Stdev_MutrateB,Average_Switchpoint,Stdev_Switchpoint,Average_Envtrait,Stdev_Envtrait,Env_Value,Seed
0,0.001,6.50521e-19,0.001,6.50521e-19,0.9,1.5099e-14,0.5,0,0.977888,0
2,0.00100164,4.54079e-05,0.000999226,2.14685e-05,0.899802,0.00517831,0.499844,0.00296488,0.977888,0
3,0.00100212,2.71995e-05,0.000998765,2.25074e-05,0.899725,0.00584427,0.499788,0.00359384,0.977888,0
4,0.00100144,2.07571e-05,0.00100097,5.45438e-05,0.899254,0.00964139,0.499658,0.00461555,0.977888,0
5,0.00100038,8.4477e-06,0.00100081,4.5172e-05,0.899465,0.00898851,0.499493,0.00550054,0.977888,0
6,0.000999956,1.39662e-06,0.00100188,7.7132e-05,0.89868,0.0145371,0.499702,0.00420015,0.977888,0
7,0.001,6.50521e-19,0.00100817,0.000110267,0.898734,0.0135098,0.499794,0.00331311,0.977888,0
8,0.000999362,1.9122e-05,0.00100385,9.32594e-05,0.898746,0.0144187,0.499745,0.00342126,0.977888,0
9,0.00100004,2.8633e-05,0.00100634,0.000108523,0.899302,0.0121551,0.499928,0.00237479,0.977888,0
10,0.000998792,3.93126e-05,0.00100398,0.000103291,0.898888,0.0154963,0.499825,0.00391277,0.977888,0
11,0.000999967,2.8822e-05,0.00100381,0.000104968,0.898617,0.0162876,0.499958,0.00215367,0.977888,0
12,0.00100091,2.26283e-05,0.00100438,0.000110717,0.89927,0.0113151,0.499995,0.000122451,0.977888,0
13,0.00100068,2.13914e-05,0.00100718,0.000130145,0.898605,0.0150113,0.5,0,0.977888,0
14,0.00100338,4.77369e-05,0.00101084,0.000145776,0.897868,0.0190887,0.5,0,0.977888,0
15,0.00100221,3.74349e-05,0.0010129,0.000142765,0.897061,0.0218085,0.5,0,0.977888,0
16,0.0010017,3.84641e-05,0.00101094,0.000132679,0.896343,0.0244854,0.499973,0.000847012,0.977888,0
17,0.00100035,2.37941e-05,0.00101029,0.000135131,0.897443,0.019272,0.499973,0.000847012,0.977888,0
18,0.00100137,3.98588e-05,0.00101409,0.000138385,0.89687,0.0214177,0.499977,0.000855087,0.977888,0
19,0.0010017,3.84641e-05,0.00101758,0.000151065,0.897071,0.0202023,0.499977,0.000855087,0.977888,0
20,0.00100361,5.87659e-05,0.00101463,0.0001429,0.897001,0.0216367,0.49997,0.00119674,0.977888,0
21,0.000999641,2.8583e-05,0.00101178,0.000132441,0.897383,0.0203881,0.499963,0.00118514,0.977888,0
22,0.000998964,1.89207e-05,0.00101257,0.000132435,0.897213,0.0216861,0.5,0,0.977888,0
23,0.00100049,2.80007e-05,0.00101504,0.000138277,0.897762,0.019535,0.5,0,0.977888,0
24,0.00100049,2.80007e-05,0.00101368,0.0001584,0.896772,0.022753,0.5,0,0.977888,0
25,0.00100052,2.76987e-05,0.00100761,0.000140754,0.896404,0.0234244,0.499995,0.000159143,0.977888,0
26,0.00100255,4.50438e-05,0.00100836,0.000157569,0.895386,0.0256499,0.499981,0.00058833,0.977888,0
27,0.00100264,4.51199e-05,0.00101721,0.000179719,0.894939,0.0267367,0.499892,0.00234581,0.977888,0
28,0.00100281,5.59764e-05,0.00102662,0.00017475,0.894211,0.0289027,0.499954,0.00195896,0.977888,0
29,0.00100069,5.7529e-05,0.0010317,0.000192222,0.893471,0.03136,0.500028,0.000631865,0.977888,0
30,0.000997745,6.23026e-05,0.0010342,0.000209971,0.893879,0.027744,0.500028,0.000631865,0.977888,0
31,0.000996153,6.57403e-05,0.00103883,0.000227394,0.893785,0.0302034,0.500043,0.000881984,0.977888,0
32,0.000996338,6.10839e-05,0.00104046,0.000236981,0.894768,0.0268017,0.500032,0.00115164,0.977888,0
33,0.000996338,6.10839e-05,0.00104331,0.000250634,0.894004,0.0294877,0.499985,0.00142751,0.977888,0
34,0.000994269,7.91461e-05,0.0010332,0.000221221,0.894827,0.025968,0.499828,0.0028063,0.977888,0
35,0.000995106,7.58388e-05,0.00102507,0.000209835,0.894163,0.028231,0.49971,0.00446151,0.977888,0
36,0.000994155,7.10764e-05,0.00102553,0.000211082,0.893676,0.0310634,0.49993,0.00256917,0.977888,0
37,0.000997108,7.83591e-05,0.00103594,0.000250251,0.892516,0.0341566,0.499873,0.00305215,0.977888,0
38,0.000995211,6.54133e-05,0.00102975,0.000221763,0.893064,0.0322332,0.499791,0.00380569,0.977888,0
39,0.000994883,5.84197e-05,0.00103241,0.000213321,0.894615,0.0275621,0.499943,0.00287046,0.977888,0
40,0.000995629,5.99196e-05,0.00102972,0.000202133,0.893609,0.0307995,0.50011,0.00250213,0.977888,0
41,0.000996711,5.20222e-05,0.00102249,0.000190128,0.893808,0.0305622,0.500154,0.00283474,0.977888,0
42,0.000995371,6.31604e-05,0.00101388,0.000161015,0.892633,0.0344461,0.500149,0.00391275,0.977888,0
43,0.000996457,5.53544e-05,0.00101914,0.000169484,0.893524,0.0328342,0.500129,0.00595386,0.977888,0
44,0.000996937,5.7629e-05,0.00103339,0.000205157,0.89437,0.0296376,0.5007,0.00648627,0.977888,0
45,0.000996198,6.48381e-05,0.00103787,0.000225582,0.894907,0.0287249,0.500895,0.00794486,0.977888,0
46,0.000996796,6.83204e-05,0.00103846,0.000230668,0.893552,0.0322895,0.501614,0.0104163,0.977888,0
47,0.000997009,7.63775e-05,0.00102815,0.000205651,0.896515,0.0222286,0.502319,0.012414,0.977888,0
48,0.00100051,7.78572e-05,0.00102247,0.00017701,0.896411,0.022517,0.502195,0.012022,0.977888,0
49,0.000999726,7.53343e-05,0.00101919,0.000165043,0.895688,0.025862,0.50259,0.0124994,0.977888,0
50,0.00100101,8.77567e-05,0.00102535,0.000182523,0.896663,0.0230179,0.503189,0.0138741,0.977888,0
