Time,Average_MutrateA,Stdev_MutrateA,Average_MutrateB,Stdev_MutrateB,Average_Switchpoint,Stdev_Switchpoint,Average_Envtrait,Stdev_Envtrait,Env_Value,Seed
19,0.000999331,1.16342e-05,0.00100018,5.43225e-05,0.10016,0.00688905,0.49938,0.00726316,0.45827,0
20,0.000999293,1.35156e-05,0.000999159,5.61754e-05,0.100142,0.00743672,0.499302,0.00732522,0.45827,0
21,0.00099911,1.46914e-05,0.00100132,6.40863e-05,0.0999735,0.00917481,0.499571,0.00702817,0.45827,0
22,0.000999066,2.69144e-05,0.00100229,6.55403e-05,0.100406,0.0108561,0.499761,0.0071828,0.45827,0
23,0.000997602,2.92198e-05,0.00100102,7.60019e-05,0.100416,0.00914747,0.500356,0.009685,0.45827,0
24,0.000997114,3.37879e-05,0.00100243,9.58672e-05,0.100861,0.0116784,0.499863,0.00819049,0.45827,0
25,0.000997774,2.29459e-05,0.00100447,9.69818e-05,0.100581,0.0101536,0.499865,0.00761535,0.135427,0
26,0.000999469,3.3356e-05,0.00100606,0.000121494,0.100043,0.00992066,0.499658,0.00793807,0.135427,0
27,0.00099758,2.87241e-05,0.0010072,0.000113037,0.100196,0.0111452,0.499991,0.0104813,0.34801,0
28,0.000995847,3.90812e-05,0.00100871,0.000110736,0.100464,0.0113044,0.499794,0.0108004,0.34801,0
29,0.000998118,2.9539e-05,0.00101579,0.000147061,0.100549,0.0111506,0.499927,0.00987527,0.34801,0
30,0.00099958,3.27061e-05,0.00102124,0.000171714,0.100115,0.00822717,0.499525,0.00990937,0.34801,0
31,0.000998531,2.80355e-05,0.00102717,0.00019476,0.0996941,0.00601064,0.499455,0.00906751,0.34801,0
32,0.000996791,3.64096e-05,0.00104095,0.000243816,0.0997586,0.00668356,0.499524,0.00947737,0.34801,0
33,0.000997251,3.83965e-05,0.00102887,0.000198351,0.0995912,0.00603903,0.499572,0.0102855,0.34801,0
34,0.000998011,4.71265e-05,0.00103547,0.000224107,0.0994836,0.0052216,0.499297,0.00944698,0.85666,0
35,0.00100023,5.25958e-05,0.00104543,0.000247633,0.0997916,0.00440289,0.499548,0.010225,0.85666,0
36,0.00100334,5.94876e-05,0.0010427,0.000252142,0.100048,0.00352469,0.499894,0.0117615,0.85666,0
37,0.0010034,6.48995e-05,0.00104096,0.000244416,0.100076,0.00352608,0.499624,0.0128631,0.85666,0
38,0.00100638,7.29724e-05,0.00104717,0.000270146,0.0999925,0.00390953,0.500202,0.0151549,0.85666,0
39,0.0010031,6.19442e-05,0.00105299,0.000287818,0.100045,0.00460512,0.499625,0.0116352,0.85666,0
40,0.00100588,6.66913e-05,0.00104548,0.000263742,0.0998796,0.00500807,0.499566,0.0125231,0.85666,0
41,0.00100498,6.89542e-05,0.00104382,0.000253202,0.100098,0.00450114,0.499267,0.012712,0.85666,0
42,0.00100817,8.54257e-05,0.0010372,0.000228963,0.100294,0.00603846,0.499418,0.0115231,0.85666,0
43,0.00100996,8.87605e-05,0.00102565,0.000187375,0.100072,0.00741655,0.499573,0.0101082,0.85666,0
44,0.00101297,9.93263e-05,0.00102351,0.000166605,0.0999854,0.00777466,0.499338,0.0117277,0.88189,0
45,0.00101453,0.000111848,0.00102682,0.000186031,0.100316,0.00881091,0.499306,0.0113725,0.88189,0
46,0.00101847,0.00012366,0.00102936,0.000195416,0.100369,0.00815755,0.49919,0.00997697,0.88189,0
47,0.00101663,0.000121463,0.0010286,0.000194383,0.0999838,0.00664901,0.499479,0.0092379,0.88189,0
48,0.00101749,0.000127449,0.0010323,0.00021425,0.0995688,0.00618851,0.499673,0.00911882,0.88189,0
49,0.00101877,0.00012835,0.00103052,0.000211801,0.0990261,0.00664961,0.499911,0.00847473,0.88189,0
50,0.00101884,0.000127671,0.00103224,0.000220247,0.0988,0.00681845,0.500159,0.0101191,0.88189,0
