Time,Average_MutrateA,Stdev_MutrateA,Average_MutrateB,Stdev_MutrateB,Average_Switchpoint,Stdev_Switchpoint,Average_Envtrait,Stdev_Envtrait,Env_Value,Seed
0,0.001,6.50521e-19,0.001,6.50521e-19,0.5,0,0.5,0,0.988284,0
2,0.000999735,2.57638e-05,0.00100505,7.97425e-05,0.500142,0.0034416,0.5,0,0.988284,0
3,0.0010001,3.39866e-05,0.00100379,6.90937e-05,0.500231,0.00461039,0.499926,0.00234659,0.988284,0
4,0.000999955,2.67544e-05,0.00100493,7.98429e-05,0.500361,0.00567885,0.50012,0.00311884,0.988284,0
5,0.00100035,3.27375e-05,0.00100607,8.92929e-05,0.500157,0.00637443,0.50012,0.00311884,0.988284,0
6,0.00100004,2.39439e-05,0.00100746,9.76513e-05,0.500077,0.0055571,0.500423,0.00633626,0.988284,0
7,0.000999695,9.63003e-06,0.00101195,0.000121338,0.500088,0.00580091,0.500315,0.00574656,0.988284,0
8,0.000999915,2.68387e-06,0.00101248,0.000124319,0.500189,0.00598338,0.500046,0.00237704,0.988284,0
9,0.00099983,3.79367e-06,0.00101385,0.000129365,0.50006,0.00791851,0.50002,0.00229282,0.988284,0
10,0.000999671,8.16376e-06,0.00101811,0.000147387,0.500104,0.00798757,0.500167,0.00291991,0.988284,0
11,0.00100063,2.51228e-05,0.00101441,0.000139566,0.500111,0.00776127,0.500202,0.00341017,0.988284,0
12,0.00100139,3.53297e-05,0.00101403,0.000133851,0.49999,0.00865101,0.500438,0.00320503,0.988284,0
13,0.000999266,1.37734e-05,0.00101843,0.000150043,0.499918,0.00851059,0.500408,0.00328584,0.988284,0
14,0.000999338,1.35912e-05,0.00102637,0.000179359,0.499515,0.00927386,0.500611,0.00396892,0.988284,0
15,0.0009993,1.36423e-05,0.00101772,0.000156589,0.499822,0.00483545,0.500845,0.005123,0.988284,0
16,0.000999801,5.5066e-05,0.00101645,0.000153347,0.499538,0.00761586,0.500756,0.00466563,0.988284,0
17,0.000999262,1.36931e-05,0.00101397,0.000152287,0.499627,0.00680948,0.500966,0.0057232,0.988284,0
18,0.000999172,3.06934e-05,0.00101576,0.000165051,0.499822,0.00483545,0.501062,0.00647342,0.988284,0
19,0.000998565,2.57334e-05,0.00101935,0.000166658,0.499688,0.00568658,0.501245,0.00643927,0.988284,0
20,0.000998681,2.25831e-05,0.00102119,0.000169796,0.499893,0.00337304,0.500974,0.00517291,0.988284,0
21,0.00100146,4.77689e-05,0.00102144,0.000148768,0.49968,0.00583642,0.500904,0.00504487,0.988284,0
