Time,Average_MutrateA,Stdev_MutrateA,Average_MutrateB,Stdev_MutrateB,Average_Switchpoint,Stdev_Switchpoint,Average_Envtrait,Stdev_Envtrait,Env_Value,Seed
0,0.001,6.50521e-19,0.001,6.50521e-19,0.9,1.5099e-14,0.5,0,0.299737,0
2,0.001,6.50521e-19,0.00100036,3.742e-05,0.9,1.5099e-14,0.500003,0.00135617,0.299737,0
3,0.00100281,8.18713e-05,0.00100121,4.42531e-05,0.900011,0.000353292,0.500006,0.00191791,0.299737,0
4,0.00100521,0.000114487,0.00100725,8.44964e-05,0.899985,0.000478598,0.49992,0.00247807,0.299737,0
5,0.00100739,0.000139545,0.0010043,6.67705e-05,0.899836,0.00472406,0.499802,0.00274487,0.299737,0
6,0.0010127,0.000178771,0.00100517,7.93278e-05,0.899698,0.00664508,0.499824,0.00423325,0.299737,0
7,0.00100496,0.000118587,0.00100399,7.33349e-05,0.899365,0.00868635,0.500037,0.00501846,0.299737,0
8,0.00100327,8.89586e-05,0.00100322,6.54229e-05,0.899168,0.010659,0.499886,0.00344414,0.299737,0
9,0.00100187,9.0623e-05,0.000999184,3.4473e-05,0.899615,0.00691226,0.499991,0.00528591,0.299737,0
10,0.00099963,4.41539e-05,0.000999818,2.86531e-05,0.899791,0.00569423,0.499827,0.00355056,0.299737,0
11,0.00100057,4.99744e-05,0.00100044,4.76068e-05,0.899915,0.00315437,0.499863,0.00403088,0.299737,0
12,0.00100034,5.09635e-05,0.000999457,5.01639e-05,0.899694,0.00466745,0.500065,0.00436421,0.299737,0
13,0.000999954,3.60688e-05,0.00099932,5.07811e-05,0.899771,0.00376589,0.500046,0.00399232,0.299737,0
14,0.00100011,3.57154e-05,0.0010007,5.63451e-05,0.899731,0.00466149,0.500063,0.00315125,0.299737,0
15,0.000999409,3.99704e-05,0.00100179,6.66888e-05,0.899417,0.00598752,0.500055,0.00249579,0.299737,0
16,0.000999817,4.35889e-05,0.00100729,9.73086e-05,0.899456,0.00631688,0.50004,0.00326061,0.299737,0
17,0.00100054,4.10808e-05,0.00100425,8.4723e-05,0.899322,0.0068096,0.500226,0.00315395,0.299737,0
18,0.00100093,4.49494e-05,0.00100766,9.41839e-05,0.899483,0.00589427,0.500222,0.0046517,0.92678,0
19,0.00100326,7.48029e-05,0.00101255,0.000111218,0.899404,0.00639944,0.499983,0.00549673,0.92678,0
20,0.00100191,7.16113e-05,0.00100972,0.00010749,0.899748,0.00505814,0.499797,0.00573415,0.92678,0
21,0.00100019,4.8069e-05,0.00100654,9.57611e-05,0.89954,0.00631394,0.500089,0.0042317,0.92678,0
22,0.00100049,6.01841e-05,0.00100657,0.00010255,0.899589,0.00595162,0.500234,0.00523517,0.92678,0
23,0.000998181,2.2049e-05,0.00100934,0.000110737,0.899355,0.0059067,0.500365,0.00574367,0.172441,0
24,0.000996458,3.37018e-05,0.0010098,0.000119766,0.899391,0.0056896,0.500469,0.00629221,0.172441,0
25,0.000994619,3.98049e-05,0.00100506,8.82151e-05,0.89923,0.00650015,0.500211,0.00420445,0.172441,0
26,0.000995964,2.55735e-05,0.00100581,8.48868e-05,0.89917,0.00640037,0.499936,0.003427,0.172441,0
27,0.000997968,6.35902e-05,0.00100398,7.75572e-05,0.898818,0.00711091,0.499761,0.0043996,0.172441,0
28,0.000996928,2.5507e-05,0.00100935,9.90873e-05,0.898833,0.00721106,0.499607,0.00440545,0.172441,0
29,0.000998049,2.28243e-05,0.00100607,9.05776e-05,0.898617,0.00790949,0.499542,0.00490293,0.172441,0
30,0.00099977,7.70505e-05,0.00100384,8.73961e-05,0.898541,0.0082348,0.499506,0.00539559,0.172441,0
31,0.000998775,7.76047e-05,0.00100183,7.58816e-05,0.898443,0.00935402,0.499371,0.00572677,0.172441,0
32,0.00100331,0.000131108,0.00100231,6.46093e-05,0.898362,0.00827032,0.499538,0.00538567,0.172441,0
33,0.00101082,0.000166426,0.00100076,5.94363e-05,0.898236,0.00890195,0.499241,0.00651393,0.741701,0
34,0.00102187,0.000230551,0.00100088,8.22324e-05,0.898458,0.00791471,0.499271,0.00672715,0.40302,0
35,0.00101218,0.000179558,0.00100008,8.04229e-05,0.898106,0.0085232,0.499341,0.00656607,0.841893,0
36,0.00100322,8.11815e-05,0.000997249,6.88925e-05,0.898078,0.00813469,0.499209,0.00697652,0.841893,0
37,0.00100089,5.55118e-05,0.00100144,8.66829e-05,0.898134,0.00757042,0.499665,0.00524048,0.841893,0
38,0.00100051,5.67295e-05,0.00099871,7.74571e-05,0.897782,0.00841026,0.499594,0.00535345,0.841893,0
39,0.000999095,5.6967e-05,0.000998409,6.57453e-05,0.897826,0.00841482,0.499556,0.00533507,0.841893,0
40,0.00100564,0.000123943,0.000998088,5.04015e-05,0.898208,0.00746757,0.49952,0.00561888,0.841893,0
41,0.00100469,0.000125808,0.000995974,4.82847e-05,0.898153,0.00793808,0.499568,0.0063076,0.178863,0
42,0.00100688,0.000136206,0.000995614,3.96539e-05,0.898075,0.0082759,0.499722,0.0045272,0.178863,0
43,0.00100503,0.000103936,0.00099818,6.05736e-05,0.897934,0.00898411,0.499872,0.00451238,0.178863,0
44,0.00100353,8.92817e-05,0.000996594,3.536e-05,0.897347,0.0111282,0.499901,0.00459088,0.178863,0
45,0.00100057,7.56717e-05,0.000994817,4.08854e-05,0.897156,0.0110045,0.499821,0.00469039,0.178863,0
46,0.000998961,5.6968e-05,0.000995522,4.01324e-05,0.897384,0.0106302,0.499917,0.00432245,0.178863,0
47,0.00099573,2.91111e-05,0.000998165,3.25683e-05,0.897662,0.00982298,0.499984,0.00413891,0.178863,0
48,0.000994379,3.54204e-05,0.000999653,3.03217e-05,0.897768,0.00979772,0.500046,0.00438558,0.178863,0
49,0.000994701,4.01985e-05,0.000999696,3.21814e-05,0.897739,0.01069,0.500018,0.0035817,0.178863,0
50,0.000991071,5.2901e-05,0.00100253,6.3997e-05,0.897664,0.011545,0.500031,0.00358352,0.178863,0
